SizeRank,RegionName,StateName,2020,2021,2022,2023,2024,2025
4429,07112,NJ,NA,NA,1574,1722,1853,2132
4431,14207,NY,NA,NA,NA,999,1076,1160
4432,54303,WI,NA,NA,NA,910,985,1018
4433,77005,TX,1581,1500,1637,1742,1759,1732
4434,78222,TX,NA,NA,NA,NA,1512,1625
4435,11553,NY,NA,NA,NA,NA,NA,3465
4436,97212,OR,1694,1798,1969,2073,2136,2252
4437,23113,VA,NA,NA,NA,NA,NA,1772
4437,32223,FL,NA,NA,NA,1713,1733,1833
4440,32233,FL,1271,1374,1780,1898,1888,1896
4441,60002,IL,NA,NA,NA,NA,NA,2200
4442,07206,NJ,NA,NA,NA,NA,NA,2279
4443,52804,IA,NA,NA,NA,NA,NA,1211
4444,10001,NY,4146,3434,4595,4718,4878,5098
4445,72113,AR,NA,NA,NA,NA,1419,1475
4446,02132,MA,NA,NA,2309,2521,2621,2799
4447,27607,NC,1221,1181,1393,1490,1552,1562
4448,30296,GA,NA,1250,1520,1664,1669,1775
4450,92694,CA,NA,NA,2809,3066,3276,3278
4451,11741,NY,NA,NA,NA,NA,NA,2497
4452,80528,CO,1573,1560,1756,1901,1913,1921
4453,85014,AZ,1075,1133,1446,1511,1444,1462
4455,33484,FL,NA,NA,2300,2368,2400,2641
4456,15213,PA,1471,1496,1601,1691,1797,1849
4457,85718,AZ,1010,1061,1332,1361,1410,1459
4458,23227,VA,NA,NA,NA,1237,1257,1381
4460,01108,MA,NA,NA,NA,NA,NA,1758
4463,61832,IL,NA,NA,NA,625,683,761
4464,94547,CA,NA,NA,2852,2972,2990,3017
4467,35022,AL,NA,NA,NA,NA,1708,1757
4468,94530,CA,NA,NA,2398,2508,2526,2670
4470,74075,OK,NA,NA,NA,NA,1167,1276
4471,18064,PA,NA,NA,NA,NA,NA,1860
4472,46221,IN,980,1082,1159,1283,1356,1452
4473,17201,PA,NA,NA,NA,NA,NA,1276
4474,28144,NC,NA,NA,NA,1307,1426,1508
4475,79602,TX,NA,NA,NA,1294,1335,1400
4476,32927,FL,NA,NA,NA,NA,NA,2109
4480,30141,GA,1384,1574,1753,1880,2019,2028
4480,66104,KS,NA,NA,NA,NA,NA,1340
4482,70592,LA,NA,NA,NA,NA,NA,1881
4483,33598,FL,NA,NA,NA,2409,2392,2481
4483,53405,WI,NA,NA,NA,NA,NA,1550
4485,46304,IN,NA,NA,NA,NA,NA,1700
4486,07006,NJ,NA,NA,NA,NA,NA,2617
4490,15210,PA,936,1000,1082,1143,1258,1281
4491,33028,FL,NA,NA,2908,2995,3115,3092
4492,91932,CA,1932,2053,2455,2690,2766,2765
4494,76132,TX,NA,NA,1358,1429,1399,1398
4495,37379,TN,NA,NA,NA,NA,NA,1215
4496,78410,TX,NA,NA,NA,1342,1386,1430
4500,91364,CA,2618,2780,3099,3347,3433,3899
4501,66223,KS,NA,1596,1762,1925,1974,2134
4503,65616,MO,NA,NA,NA,NA,1306,1375
4504,85396,AZ,1454,1708,1948,1911,2000,2080
4506,78633,TX,NA,NA,NA,NA,1804,1868
4507,77414,TX,NA,NA,NA,NA,NA,708
4509,76109,TX,1437,1541,1675,1801,1854,1963
4511,55116,MN,NA,NA,NA,1418,1434,1493
4512,44685,OH,NA,NA,NA,NA,NA,1774
4514,94559,CA,NA,2390,2666,2770,2831,2908
4515,55343,MN,NA,1321,1439,1497,1558,1616
4518,01602,MA,NA,NA,NA,NA,2181,2382
4519,91784,CA,NA,NA,NA,3070,3258,3535
4521,07860,NJ,NA,NA,NA,NA,NA,2198
4522,79930,TX,814,846,966,1127,1097,1203
4523,85085,AZ,1396,1562,1899,2049,1975,1938
4524,44708,OH,NA,NA,NA,982,1079,1128
4525,95330,CA,NA,NA,NA,2688,2776,2856
4526,28150,NC,NA,NA,NA,NA,NA,1054
4527,32901,FL,1158,1182,1495,1601,1561,1655
4529,75252,TX,1045,1045,1338,1467,1400,1336
4530,98248,WA,NA,NA,NA,NA,1825,1892
4531,08205,NJ,NA,NA,NA,NA,NA,1886
4534,34219,FL,NA,NA,NA,2575,2616,2736
4535,79118,TX,NA,NA,NA,NA,1891,2061
4536,54911,WI,NA,NA,NA,NA,NA,1315
4537,20876,MD,NA,NA,1803,1862,1949,2063
4538,38117,TN,NA,NA,1318,1440,1434,1548
4539,48708,MI,NA,NA,NA,NA,NA,850
4540,11791,NY,NA,NA,NA,NA,NA,4400
4541,82718,WY,NA,NA,NA,NA,NA,1271
4542,22182,VA,2210,1998,2240,2434,2475,2584
4543,04330,ME,NA,NA,NA,1247,1397,1432
4544,79934,TX,NA,NA,1435,1576,1676,1727
4546,48371,MI,NA,NA,NA,NA,NA,1299
4547,37804,TN,NA,NA,NA,NA,NA,1797
4548,30904,GA,783,853,970,1074,1158,1210
4549,55025,MN,NA,NA,NA,1381,1383,1512
4549,37206,TN,1718,1722,2048,2211,2216,2303
4551,19125,PA,1653,1709,1786,1860,1879,1934
4552,64093,MO,NA,770,828,904,939,1000
4553,07424,NJ,NA,NA,NA,NA,NA,2556
4554,41011,KY,1001,1089,1203,1320,1387,1432
4556,30306,GA,1550,1641,1832,1970,1910,1995
4557,73701,OK,NA,NA,NA,NA,NA,730
4558,66215,KS,NA,NA,1185,1300,1369,1491
4559,78724,TX,NA,NA,NA,NA,1609,1571
4560,40505,KY,722,772,866,989,1053,1137
4561,04106,ME,NA,NA,2033,2181,2265,2431
4562,02721,MA,NA,NA,NA,NA,1431,1718
4563,23601,VA,NA,NA,NA,NA,1680,1708
4564,37801,TN,NA,NA,NA,NA,1782,1802
4565,30021,GA,NA,NA,NA,NA,NA,1458
4566,19958,DE,NA,NA,NA,1968,2074,2102
4566,34714,FL,1532,1598,1923,2120,2125,2236
4568,32789,FL,1523,1570,1883,2078,2091,2170
4568,30082,GA,1267,1375,1719,1785,1760,1861
4570,78728,TX,NA,NA,1549,1582,1497,1405
4570,34471,FL,NA,NA,1366,1504,1428,1553
4572,30017,GA,NA,NA,NA,1919,1975,2016
4574,53705,WI,NA,NA,NA,NA,2087,2245
4575,53593,WI,NA,NA,NA,2037,2100,2157
4577,75048,TX,NA,NA,1530,1723,1717,1809
4579,29154,SC,NA,NA,NA,NA,1492,1590
4580,78754,TX,1322,1327,1586,1616,1561,1499
4580,16803,PA,NA,NA,NA,NA,NA,1965
4583,97225,OR,1427,1454,1569,1746,1740,1722
4586,64014,MO,1069,1127,1280,1370,1494,1576
4586,29016,SC,NA,NA,NA,NA,NA,2158
4589,77021,TX,NA,NA,NA,1489,1612,1722
4592,97035,OR,1509,1532,1749,1901,1920,1994
4594,92860,CA,NA,NA,NA,NA,NA,3200
4595,70809,LA,1054,1118,1242,1251,1315,1329
4596,92606,CA,2366,2362,2967,2999,3116,3236
4597,70802,LA,813,NA,943,972,1024,1052
4598,75212,TX,NA,NA,1560,1808,1599,1627
4599,98178,WA,NA,NA,2074,2345,2466,2687
4600,91504,CA,NA,2540,2874,3061,3151,3247
4601,98626,WA,NA,NA,NA,NA,1465,1567
4602,47303,IN,NA,NA,711,812,854,926
4603,32806,FL,1222,1271,1516,1644,1734,1728
4605,80301,CO,1913,1875,2179,2290,2357,2471
4606,38637,MS,NA,NA,1265,1355,1380,1474
4607,94619,CA,NA,NA,2631,2638,2766,2764
4608,75254,TX,1217,1174,1453,1452,1435,1389
4608,89178,NV,1414,1534,1886,1861,1885,1969
4610,30309,GA,1905,1898,2146,2162,2118,2058
4611,40422,KY,NA,NA,NA,NA,NA,1298
4612,46312,IN,NA,NA,NA,NA,902,928
4613,40205,KY,1029,1074,1120,1271,1283,1370
4614,37917,TN,NA,1076,1287,1539,1640,1675
4615,84109,UT,NA,NA,NA,NA,NA,1908
4615,80206,CO,1665,1624,1863,1920,1935,1961
4617,27278,NC,NA,NA,NA,NA,1456,1607
4618,90249,CA,NA,NA,NA,NA,NA,2358
4619,30305,GA,1756,1819,2056,2097,2065,2079
4620,34652,FL,NA,NA,NA,1588,1702,1740
4621,76208,TX,NA,NA,NA,1595,1607,1577
4621,63367,MO,NA,NA,NA,1834,1942,2027
4623,01803,MA,NA,NA,NA,2982,3079,3210
4625,92284,CA,NA,NA,1410,1507,1669,1751
4628,07450,NJ,NA,NA,NA,NA,NA,3875
4629,66762,KS,NA,NA,NA,NA,787,833
4630,90291,CA,3055,3053,3333,3551,3620,3793
4631,34109,FL,1478,1574,2083,2525,2608,2642
4632,21216,MD,996,1102,1213,1308,1370,1488
4632,19810,DE,NA,NA,NA,1899,1924,2033
4634,07644,NJ,NA,NA,NA,1863,2052,2221
4637,95354,CA,NA,NA,NA,1615,1635,1708
4638,33967,FL,NA,NA,1917,2229,2172,2201
4639,22043,VA,2083,2162,2274,2533,2653,2728
4643,33916,FL,1039,1118,1524,1762,1741,1694
4644,53406,WI,NA,NA,NA,NA,NA,1665
4644,32751,FL,1445,1471,1773,1934,1928,2048
4647,48141,MI,NA,937,1063,1177,1271,1317
4648,73533,OK,NA,NA,NA,NA,NA,842
4649,90274,CA,NA,NA,NA,NA,5084,6030
4650,60061,IL,1658,1669,1930,2028,2172,2234
4651,92585,CA,NA,NA,NA,NA,2466,2797
4654,53225,WI,NA,NA,NA,NA,1091,1191
4656,77061,TX,NA,NA,NA,NA,947,1022
4659,07430,NJ,NA,NA,NA,NA,NA,2983
4660,98597,WA,NA,NA,NA,NA,2485,2575
4661,89106,NV,NA,NA,NA,1572,1675,1680
4662,63109,MO,854,900,976,1081,1123,1183
4664,32750,FL,1314,1391,1625,1761,1838,1911
4665,75082,TX,1405,1354,1634,1702,1697,1699
4667,94947,CA,NA,NA,NA,NA,NA,3436
4667,50263,IA,NA,NA,1581,1705,1753,1773
4669,77345,TX,NA,NA,1983,2029,2138,2239
4670,18062,PA,NA,NA,2139,2136,2161,2358
4671,98372,WA,NA,NA,1750,1881,1906,1961
4674,11104,NY,NA,1881,2055,2298,2459,2477
4675,67501,KS,NA,NA,NA,657,704,720
4678,28590,NC,NA,NA,NA,NA,1382,1454
4679,37303,TN,NA,NA,NA,NA,NA,1135
4680,64030,MO,1007,1070,1171,1292,1374,1452
4682,34202,FL,NA,NA,2681,2809,2862,2845
4684,95864,CA,NA,NA,NA,NA,NA,2313
4686,33573,FL,NA,NA,1877,2028,2111,2105
4688,30504,GA,NA,NA,NA,NA,2204,2242
4689,76126,TX,NA,NA,NA,1795,1817,1888
4690,83402,ID,NA,NA,967,1009,1021,1068
4691,98116,WA,1864,1667,1892,2037,2102,2156
4692,11356,NY,NA,NA,NA,NA,NA,2675
4693,06320,CT,1062,1095,1219,1358,1536,1643
4694,83714,ID,1171,1281,1548,1659,1627,1687
4695,23236,VA,NA,NA,NA,NA,NA,1852
4696,14618,NY,NA,NA,NA,NA,NA,2022
4701,78731,TX,1395,1383,1696,1776,1698,1697
4702,44313,OH,NA,NA,NA,NA,1313,1425
4702,14623,NY,NA,NA,NA,NA,NA,2025
4704,80214,CO,1412,1441,1583,1698,1757,1740
4705,83404,ID,NA,NA,NA,NA,NA,1409
4706,02126,MA,NA,NA,NA,NA,NA,3212
4707,34736,FL,NA,NA,NA,2132,2208,2188
4708,77385,TX,1387,1452,1594,1689,1734,1766
4709,17036,PA,NA,NA,NA,NA,NA,1888
4710,95945,CA,NA,NA,NA,NA,2043,2207
4711,75022,TX,NA,NA,NA,NA,NA,3008
4711,95618,CA,NA,NA,NA,NA,2326,2317
4711,29316,SC,NA,NA,NA,1419,1474,1539
4711,55427,MN,NA,NA,1498,1601,1637,1668
4716,33629,FL,1791,1866,2440,2560,2797,2997
4716,89044,NV,1682,1816,2165,2136,2182,2230
4719,94133,CA,3543,2967,3297,3435,3517,3547
4721,10039,NY,NA,1843,1972,2264,2383,2476
4722,55446,MN,NA,NA,1897,1929,2041,2099
4724,07010,NJ,NA,NA,NA,NA,NA,2622
4725,85024,AZ,1291,1383,1723,1722,1749,1722
4726,46268,IN,1156,1234,1341,1500,1576,1656
4727,72903,AR,NA,NA,NA,NA,904,965
4728,30297,GA,NA,NA,NA,NA,1220,1345
4731,98075,WA,NA,NA,2955,3015,3283,3416
4733,94510,CA,2037,2170,2318,2446,2550,2580
4735,29455,SC,NA,NA,NA,2317,2435,2746
4739,28012,NC,NA,NA,1593,1729,1850,1938
4740,12553,NY,NA,NA,NA,NA,NA,3000
4741,60160,IL,NA,NA,NA,NA,NA,1236
4742,55902,MN,NA,1445,1541,1563,1627,1797
4743,19468,PA,NA,NA,NA,NA,NA,1693
4744,64138,MO,978,1044,1153,1260,1282,1376
4745,08060,NJ,NA,NA,NA,NA,2112,2136
4746,89145,NV,1268,1378,1701,1708,1814,1904
4747,34771,FL,NA,NA,NA,2457,2541,2548
4748,37388,TN,NA,NA,NA,NA,NA,1172
4749,54751,WI,NA,NA,NA,1064,1120,1194
4750,91301,CA,2886,2899,3416,3663,3746,4062
4751,95003,CA,NA,NA,NA,NA,3257,3594
4754,48167,MI,NA,NA,1421,1423,1437,1532
4755,78411,TX,NA,NA,NA,NA,NA,1508
4756,27701,NC,1241,1263,1510,1600,1567,1696
4757,35023,AL,NA,922,996,1041,1140,1173
4758,43085,OH,NA,NA,NA,NA,1707,1758
4759,57006,SD,NA,NA,NA,1008,1096,1184
4760,76201,TX,1022,1039,1175,1250,1343,1353
4761,90740,CA,NA,NA,NA,2885,3174,3236
4761,98108,WA,NA,1810,2032,2206,2260,2307
4763,85641,AZ,NA,NA,NA,1872,1965,2027
4764,07076,NJ,NA,NA,NA,NA,NA,2250
4765,92832,CA,NA,NA,2382,2563,2602,2663
4768,19977,DE,NA,NA,NA,NA,NA,1510
4769,32536,FL,NA,NA,1703,1915,1910,1871
4770,97078,OR,NA,NA,1571,1684,1742,1740
4772,77071,TX,NA,NA,NA,1665,1791,1894
4773,02050,MA,NA,NA,NA,NA,NA,2550
4775,10954,NY,NA,NA,NA,NA,NA,2872
4775,03053,NH,NA,NA,NA,NA,NA,2494
4781,73107,OK,792,868,972,1049,1116,1153
4782,98112,WA,1968,1804,2146,2166,2192,2237
4783,35611,AL,NA,NA,NA,NA,1223,1289
4786,19133,PA,NA,NA,NA,1349,1344,1539
4786,55412,MN,NA,NA,NA,1435,1510,1565
4788,43054,OH,NA,NA,NA,1361,1437,1610
4792,48326,MI,NA,NA,NA,1297,1384,1481
4794,43605,OH,NA,NA,NA,976,1061,1080
4795,68137,NE,NA,NA,NA,1629,1754,1847
4796,66030,KS,NA,NA,1355,1489,1550,1659
4796,30013,GA,NA,1196,1454,1559,1592,1608
4798,90015,CA,2720,2426,2803,2783,2708,2789
4799,97070,OR,NA,1498,1724,1870,1832,1929
4800,33770,FL,1098,1190,1547,1706,1769,1977
4801,48223,MI,NA,NA,NA,NA,NA,1203
4804,14616,NY,NA,NA,NA,NA,NA,1600
4805,08742,NJ,NA,NA,NA,NA,NA,4358
4806,48192,MI,NA,NA,NA,1090,1195,1272
4807,20912,MD,NA,NA,1357,1450,1503,1560
4809,19103,PA,1951,1830,2062,2086,2136,2117
4809,91307,CA,NA,NA,NA,3619,4024,4436
4812,30345,GA,NA,NA,1653,1593,1471,1565
4813,76710,TX,NA,NA,NA,NA,1370,1493
4814,02143,MA,2239,2077,2370,2622,2670,2836
4815,32953,FL,NA,NA,NA,2064,2189,2253
4815,77545,TX,NA,NA,1949,1998,2124,2212
4818,52403,IA,NA,NA,NA,687,729,782
4819,43227,OH,NA,NA,1172,1266,1372,1457
4820,49048,MI,NA,NA,NA,NA,NA,975
4822,35020,AL,NA,NA,NA,NA,NA,1141
4823,34476,FL,NA,NA,NA,NA,1267,1816
4824,34982,FL,NA,NA,NA,NA,2017,2106
4824,17110,PA,NA,NA,NA,1172,1295,1434
4826,24551,VA,NA,NA,NA,NA,NA,1300
4828,14043,NY,NA,NA,NA,NA,NA,1248
4829,48238,MI,NA,NA,NA,992,1051,1122
4830,48504,MI,NA,NA,NA,NA,NA,960
4832,80109,CO,2022,2131,2345,2462,2604,2669
4832,02026,MA,NA,NA,NA,NA,2868,3005
4835,20653,MD,1217,1305,1433,1424,1552,1684
4836,33547,FL,1682,1815,2193,2298,2391,2416
4837,22203,VA,2371,2231,2458,2614,2687,2889
4839,34110,FL,NA,NA,2042,2340,2407,2482
4840,46234,IN,1342,1416,1604,1677,1763,1950
4841,92119,CA,NA,NA,2104,2273,2361,2425
4843,47712,IN,NA,NA,NA,NA,NA,968
4845,01867,MA,NA,NA,NA,NA,NA,2918
4847,45236,OH,NA,NA,NA,NA,1723,1753
4848,07008,NJ,NA,NA,NA,NA,2442,2432
4849,90602,CA,NA,NA,NA,NA,2158,2360
4850,27262,NC,NA,NA,NA,NA,NA,1490
4851,30116,GA,NA,NA,NA,NA,NA,1650
4851,98028,WA,NA,1848,2012,2158,2226,2403
4851,28152,NC,NA,NA,NA,NA,NA,850
4854,28083,NC,NA,NA,1362,1459,1540,1596
4855,32962,FL,NA,NA,NA,NA,1929,1953
4857,99216,WA,NA,NA,1228,1339,1374,1378
4858,28401,NC,1102,1183,1413,1612,1616,1637
4858,52405,IA,NA,NA,NA,NA,NA,1162
4860,76105,TX,NA,NA,NA,NA,NA,1665
4861,02215,MA,2823,2539,2939,3193,3370,3506
4862,34654,FL,NA,NA,NA,NA,NA,2120
4865,34769,FL,NA,NA,1653,1706,1775,1869
4866,44012,OH,NA,NA,NA,NA,NA,2139
4866,33707,FL,1180,1472,1787,1997,2190,2276
4868,73020,OK,NA,NA,NA,NA,NA,1660
4869,98119,WA,1854,1665,1948,1984,2000,2033
4870,01832,MA,NA,NA,NA,1917,2040,2195
4873,37743,TN,NA,NA,NA,NA,NA,1145
4875,17901,PA,NA,NA,NA,NA,NA,1224
4877,75205,TX,2068,2079,2407,2512,2767,2880
4878,76708,TX,NA,NA,NA,1463,1510,1608
4879,39157,MS,NA,NA,1161,1228,1209,1270
4880,89120,NV,1006,1109,1437,1396,1405,1510
4881,33426,FL,1579,1617,2206,2267,2291,2327
4882,53202,WI,1363,1377,1467,1549,1606,1651
4884,41005,KY,NA,NA,NA,NA,NA,1950
4885,28326,NC,NA,NA,NA,NA,NA,1837
4887,77503,TX,NA,NA,NA,NA,NA,1413
4889,75159,TX,NA,NA,NA,NA,NA,2026
4890,94089,CA,3141,2577,2880,3030,3057,3247
4893,38138,TN,NA,NA,NA,2078,2384,2367
4894,30241,GA,NA,NA,NA,NA,1216,1313
4895,91403,CA,2392,2258,2516,2725,2732,2948
4896,84721,UT,NA,NA,NA,NA,1425,1412
4897,90303,CA,NA,NA,NA,NA,2035,2123
4899,72223,AR,NA,NA,NA,1089,1147,1119
4901,28147,NC,NA,NA,NA,1111,1115,1143
4902,98055,WA,1708,1704,1988,2115,2109,2171
4905,54022,WI,NA,NA,NA,NA,1401,1446
4906,75662,TX,NA,NA,NA,NA,NA,1054
4907,20770,MD,NA,2015,2118,2304,2282,2461
4908,84117,UT,NA,NA,1452,1427,1418,1452
4909,70448,LA,NA,NA,NA,NA,1751,1847
4910,33189,FL,NA,NA,1911,2284,2421,2463
4911,48335,MI,NA,NA,1007,1056,1035,1107
4912,86326,AZ,NA,NA,NA,NA,NA,1905
4913,04005,ME,NA,NA,NA,1463,1659,NA
4914,95677,CA,1735,1904,2117,2099,2180,2177
4917,28804,NC,NA,NA,NA,1865,1869,1869
4919,97333,OR,1386,1369,1517,1736,1900,1951
4919,45039,OH,NA,1565,1691,1770,1882,2059
4922,21040,MD,NA,NA,1346,1449,1508,1602
4923,94803,CA,NA,NA,NA,NA,2397,2568
4925,75230,TX,1134,1102,1238,1373,1404,1505
4927,91411,CA,2105,2155,2284,2448,2529,2513
4929,98110,WA,NA,2453,2797,2901,3001,3213
4932,33811,FL,NA,NA,NA,1874,2018,2121
4933,07040,NJ,NA,NA,NA,NA,NA,2958
4934,32905,FL,1102,1129,1437,1536,1532,1583
4936,56303,MN,NA,NA,NA,NA,1250,1281
4938,33936,FL,NA,NA,NA,NA,NA,1785
4938,53222,WI,NA,NA,NA,NA,1546,1691
4940,72015,AR,NA,NA,NA,1177,1252,1343
4940,22902,VA,1575,1617,1797,2018,2098,2132
4942,44087,OH,NA,NA,NA,NA,NA,1737
4947,55417,MN,NA,NA,NA,NA,1500,1537
4948,87106,NM,800,882,1016,1139,1204,1211
4950,99224,WA,NA,NA,1412,1557,1553,1588
4951,21204,MD,1531,1590,1722,1726,1828,1884
4952,85006,AZ,1025,1078,1370,1493,1536,1513
4953,06830,CT,2269,2539,2792,2968,3217,3465
4954,97013,OR,NA,NA,NA,NA,1636,1655
4958,86406,AZ,NA,NA,NA,1869,1855,1914
4959,60827,IL,NA,NA,NA,1060,1096,1162
4960,77505,TX,NA,NA,1261,1346,1368,1453
4961,30168,GA,NA,1350,1545,1711,1739,1866
4962,80921,CO,1483,1530,1784,1854,1866,1861
4963,34788,FL,NA,NA,NA,NA,NA,1898
4964,85306,AZ,1143,1246,1566,1545,1557,1538
4966,38122,TN,NA,NA,962,990,1058,1120
4968,38119,TN,NA,NA,NA,NA,NA,1437
4969,44310,OH,NA,NA,NA,NA,981,1096
4972,77062,TX,NA,NA,NA,1367,1430,1495
4973,74115,OK,NA,NA,NA,988,1015,1105
4974,78702,TX,1838,1801,2186,2186,2153,2119
4975,07080,NJ,NA,NA,NA,NA,2492,2455
4977,80304,CO,1968,2123,2294,2422,2620,2594
4979,33825,FL,NA,NA,NA,NA,NA,1483
4981,64081,MO,NA,NA,1537,1650,1755,1738
4982,47404,IN,NA,NA,1149,1315,1376,1444
4983,80908,CO,NA,NA,NA,NA,2304,2463
4985,21114,MD,NA,NA,NA,2089,2212,2322
4986,48340,MI,NA,NA,NA,1094,1155,1249
4987,31792,GA,NA,NA,NA,NA,NA,1512
4988,33860,FL,NA,NA,1567,1694,1799,1814
4989,85258,AZ,1646,1798,2190,2178,2275,2346
4990,27889,NC,NA,NA,NA,NA,NA,1050
4992,68144,NE,NA,NA,978,1080,1120,1167
4993,75020,TX,NA,NA,NA,1192,1190,1300
4994,23701,VA,NA,NA,NA,NA,NA,1792
4995,54403,WI,NA,NA,NA,NA,NA,840
4996,20832,MD,NA,NA,NA,NA,NA,2750
4997,84040,UT,NA,NA,NA,NA,NA,2147
4998,01606,MA,NA,NA,NA,NA,NA,1982
5000,03431,NH,NA,NA,NA,1581,1660,1782
5001,95054,CA,3213,2870,3190,3504,3535,3680
5002,48045,MI,NA,NA,NA,1145,1188,1296
5004,01886,MA,NA,NA,NA,NA,NA,2873
5005,73064,OK,NA,NA,NA,1478,1592,1648
5006,43606,OH,NA,NA,NA,NA,836,959
5008,98405,WA,1319,1421,1597,1641,1729,1775
5009,77578,TX,NA,NA,NA,1268,2011,2247
5010,14220,NY,NA,NA,NA,NA,NA,1261
5011,47302,IN,NA,NA,NA,812,872,960
5013,01610,MA,NA,NA,NA,1738,1908,2059
5015,79603,TX,NA,NA,NA,NA,1037,1121
5016,23693,VA,NA,NA,NA,NA,2212,2325
5018,35404,AL,NA,NA,NA,NA,NA,1502
5020,97015,OR,NA,NA,1891,2023,2009,1994
5021,32967,FL,NA,NA,NA,2236,2455,2524
5023,75160,TX,NA,NA,NA,NA,NA,1724
5024,06451,CT,NA,NA,NA,NA,NA,1800
5025,94123,CA,3172,2777,3131,3195,3257,3378
5025,17109,PA,NA,NA,1231,1185,1196,1254
5027,61801,IL,NA,NA,NA,878,970,1101
5028,64114,MO,1077,1113,1247,1359,1426,1513
5030,37664,TN,NA,NA,NA,NA,NA,1540
5033,60559,IL,NA,NA,1411,1529,1591,1720
5034,22655,VA,NA,NA,NA,NA,NA,2050
5035,85750,AZ,965,1082,1303,1406,1469,1483
5035,27260,NC,NA,NA,NA,907,985,1110
5035,95503,CA,NA,NA,NA,NA,NA,1438
5039,89118,NV,1163,1229,1534,1543,1554,1590
5041,78705,TX,1482,1442,1576,1753,1768,1784
5044,48076,MI,NA,NA,NA,1507,1581,1733
5050,64086,MO,NA,NA,NA,1598,1677,1772
5051,92211,CA,NA,NA,2649,2797,2834,3016
5052,30121,GA,NA,NA,NA,1628,1639,1748
5053,76148,TX,NA,NA,1684,1907,1913,2010
5054,02021,MA,NA,NA,2269,2521,2554,2728
5057,07701,NJ,NA,NA,NA,2622,2755,2929
5059,53227,WI,NA,NA,NA,NA,NA,1178
5060,39301,MS,NA,NA,NA,NA,NA,1403
5062,50021,IA,NA,NA,NA,1634,1752,1753
5064,86301,AZ,NA,NA,NA,1604,1702,1711
5065,48390,MI,NA,NA,1623,1718,1822,1823
5066,76048,TX,NA,NA,NA,NA,1507,1629
5068,34689,FL,NA,NA,1701,1862,1952,2070
5069,10038,NY,3484,2806,3939,4182,4294,4439
5070,91775,CA,NA,NA,NA,NA,2475,2789
5071,94609,CA,2629,2479,2686,2664,2593,2645
5072,99217,WA,NA,NA,NA,NA,1389,1401
5073,37215,TN,1889,1876,2112,2252,2354,2320
5074,85119,AZ,NA,NA,NA,1206,1251,1311
5075,98642,WA,NA,NA,2035,2230,2203,2310
5076,36109,AL,NA,NA,1027,1069,1140,1203
5076,30106,GA,1235,1406,1639,1802,1832,1839
5079,06705,CT,NA,NA,NA,NA,1427,1540
5080,85268,AZ,NA,NA,2499,2747,2636,2805
5082,48067,MI,1736,1823,1968,2048,2110,2187
5084,35806,AL,NA,1115,1284,1341,1338,1318
5085,15090,PA,NA,NA,1732,1851,1874,2027
5087,84032,UT,NA,NA,NA,NA,NA,2655
5088,33805,FL,NA,NA,1440,1533,1566,1598
5093,61350,IL,NA,NA,NA,NA,NA,1204
5094,80124,CO,1545,1544,1765,1897,1956,1872
5095,08087,NJ,NA,NA,NA,NA,NA,2267
5096,07508,NJ,NA,NA,NA,NA,2505,2473
5098,38053,TN,NA,NA,NA,NA,1395,1512
5100,77523,TX,NA,NA,NA,NA,2004,2038
5102,56201,MN,NA,NA,NA,NA,NA,1140
5103,60153,IL,NA,NA,NA,NA,NA,1175
5106,23607,VA,NA,NA,NA,1258,1444,1499
5106,97060,OR,NA,NA,NA,NA,NA,1926
5108,19006,PA,NA,NA,NA,NA,NA,2136
5111,35211,AL,NA,NA,946,1002,1052,1209
5112,21012,MD,NA,NA,NA,NA,NA,2782
5113,77802,TX,NA,NA,1151,1241,1320,1391
5115,36801,AL,NA,NA,NA,NA,NA,1346
5116,85614,AZ,NA,NA,NA,NA,1614,1780
5116,57104,SD,723,762,871,931,987,1015
5119,46806,IN,NA,NA,NA,NA,874,912
5119,46214,IN,NA,897,1048,1138,1285,1309
5121,84105,UT,NA,NA,1585,1701,1838,1853
5122,40508,KY,843,908,964,1052,1127,1180
5123,28443,NC,NA,NA,NA,1818,1971,1931
5125,59714,MT,NA,NA,NA,NA,2332,2415
5127,98292,WA,NA,NA,NA,NA,NA,2650
5128,27591,NC,NA,NA,NA,NA,1822,1937
5129,04210,ME,NA,NA,NA,NA,NA,1600
5130,33870,FL,NA,NA,NA,1276,1313,1407
5133,36609,AL,NA,764,900,967,1154,1074
5134,46041,IN,NA,NA,NA,NA,NA,895
5135,55316,MN,NA,NA,NA,1904,1952,2059
5136,92651,CA,3955,4326,5089,5275,5599,5988
5137,75146,TX,NA,NA,1650,1801,1885,1945
5138,80110,CO,1382,1391,1584,1681,1748,1715
5139,33634,FL,NA,1183,1692,1682,1915,1805
5140,20737,MD,NA,NA,1651,1809,1880,2028
5141,66106,KS,NA,NA,NA,NA,NA,1460
5145,30655,GA,NA,NA,NA,NA,1669,1746
5147,80238,CO,2099,2048,2196,2355,2471,2543
5149,71446,LA,NA,NA,NA,NA,1028,1058
5150,48375,MI,NA,NA,NA,1460,1502,1562
5152,31605,GA,NA,NA,NA,NA,1450,1535
5153,57105,SD,NA,NA,1135,1338,1347,1405
5155,80130,CO,1982,2003,2216,2350,2538,2555
5156,02048,MA,NA,NA,1918,2041,2330,2266
5157,30601,GA,NA,NA,1567,1704,1883,1981
